Product Name,Region,Sales,Profit,Discount,Category,Date
"KitchenAid Refrigerator, Red",Western Europe,1583.82,126.63,0,Office Supplies,01-03-2014
DXL Angle-View Binders with Locking Rings by Samsill,Eastern US,24.67,7.71,0.2,Office Supplies,8/30/2015
Acco Translucent Poly Ring Binders,Eastern US,3.74,1.31,0.2,Office Supplies,8/30/2015
"Novimex Executive Leather Armchair, Red",Oceania,1656.72,-110.52,0.1,Furniture,4/13/2015
"Hewlett Fax Machine, Laser",Oceania,2015.5,850.84,0.1,Technology,10-05-2015
"Epson Inkjet, Wireless",Southern Europe,2219.18,24.62,0.1,Technology,11/17/2013
"Brother Fax Machine, High-Speed",Oceania,2533.92,278.64,0,Technology,10/20/2015
"Hon Wood Table, Rectangular",Central America,1410.4,-88.2,0.2,Furniture,12-07-2015
"Chromcraft Computer Table, with Bottom Storage",Eastern Asia,1773.72,44.22,0.2,Furniture,10/25/2013
"Nokia Signal Booster, Full Size",Western Africa,1377.9,289.2,0,Technology,9/25/2012
"Motorola Smart Phone, with Caller ID",Central America,2582.16,516.36,0,Technology,11/17/2012
Digium D40 VoIP phone,Eastern US,773.94,224.44,0,Technology,12-09-2013
"Cisco Audio Dock, Cordless",Western Europe,1257.46,-29.66,0.15,Technology,3/15/2013
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Western US,1003.62,0,0,Office Supplies,01-01-2016
"Novimex Executive Leather Armchair, Adjustable",Central America,2429.44,534.4,0,Furniture,12/30/2012
"Trav-L-File Heavy-Duty Shuttle II, Black",Southern US,348.56,104.57,0,Office Supplies,10/16/2015
"Dania Library with Doors, Metal",Western Europe,977.02,271.33,0.1,Furniture,02-04-2015
"SAFCO Executive Leather Armchair, Black",Western Europe,2891.7,1188.81,0.1,Furniture,11/18/2014
GBC DocuBind 300 Electric Binding Machine,Southern US,1577.94,757.41,0,Office Supplies,09-07-2015
"Canon Wireless Fax, Digital",Oceania,2042.82,-136.26,0.1,Technology,8/19/2013
"HP Fax Machine, Laser",South America,997.8,327.9,0.002,Technology,7/16/2015
"Okidata Card Printer, White",Oceania,1411.34,486.05,0.1,Technology,1/17/2013
"Ikea Classic Bookcase, Traditional",Southern Asia,1647,625.8,0,Furniture,4/25/2013
"Dania Library with Doors, Mobile",Oceania,1313.71,102.07,0.1,Furniture,10/17/2014
"HP Wireless Fax, Laser",Oceania,972.57,194.43,0.1,Technology,05-10-2013
"Canon Fax Machine, Laser",Eastern Asia,1273.56,573,0,Technology,08-07-2012
"Nokia Smart Phone, Full Size",Western Europe,1908.18,820.44,0,Technology,12/20/2012
Panasonic KX TS208W Corded phone,Central US,195.96,19.6,0.2,Technology,11/28/2015
"Ikea Library with Doors, Traditional",Oceania,2398.37,-1479.13,0.4,Furniture,11/18/2012
"Epson Card Printer, Durable",Eastern Europe,680.28,231.24,0,Technology,11-08-2013
"Hewlett Fax Machine, Color",Northern Europe,964.08,337.41,0,Technology,01-09-2013
Wilson SignalBoost 841262 DB PRO Amplifier Kit,Western US,575.92,71.99,0.2,Technology,12-05-2012
"Hewlett Wireless Fax, Digital",Oceania,1709.24,588.74,0.1,Technology,9/26/2012
"Chromcraft Round Table, Rectangular",Western Asia,929.34,65.04,0,Furniture,8/30/2013
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Western US,171.2,64.2,0.2,Office Supplies,3/16/2015
Microsoft Sculpt Comfort Mouse,Western US,79.9,35.16,0,Technology,11/15/2013
"Hewlett Wireless Fax, High-Speed",Oceania,2383.86,794.58,0.1,Technology,6/21/2015
"Canon Wireless Fax, Digital",Northern Europe,1891.5,832.2,0,Technology,06-11-2013
"KitchenAid Stove, Red",Caribbean,912.24,68.4,0.2,Office Supplies,05-04-2014
"Sharp Wireless Fax, Laser",Central America,947.22,377.7,0.002,Technology,10-05-2014
"Safco Classic Bookcase, Mobile",Northern Europe,1983.02,616.82,0.1,Furniture,12/18/2012
"Motorola Smart Phone, Full Size",Central America,2146.6,429.3,0,Technology,10/29/2013
"Brother Fax Machine, Color",Southern Europe,2879.82,1295.73,0,Technology,2/25/2014
"Barricks Round Table, Rectangular",Western Europe,1622.01,-623.94,0.35,Furniture,09-12-2015
"Cuisinart Microwave, Red",Western Europe,1503.68,284,0.1,Office Supplies,10/19/2014
Pressboard Data Binders by Wilson Jones,Eastern US,21.36,7.21,0.2,Office Supplies,12-09-2013
"Cuisinart Stove, Red",Southeastern Asia,893.56,247.6,0.17,Office Supplies,10/18/2014
"Lesro Conference Table, with Bottom Storage",Caribbean,1143.44,320.16,0,Furniture,3/14/2015
"Canon Wireless Fax, Color",North Africa,2280.6,136.8,0,Technology,9/21/2015
"Hoover Refrigerator, Black",South America,1401.84,126.16,0,Office Supplies,11-05-2012
"Epson Printer, White",Western Europe,2088.24,83.52,0,Technology,10-06-2015
"Dania Floating Shelf Set, Metal",Southern Asia,2194.53,438.75,0,Furniture,7/13/2015
"Rogers Lockers, Industrial",Western Europe,1527.12,474.96,0.1,Office Supplies,3/19/2013
"Cuisinart Microwave, Black",Eastern Asia,972.62,-486.47,0.5,Office Supplies,6/15/2014
"Panasonic Printer, White",Western Europe,794.7,174.78,0,Technology,09-03-2014
"Novimex Executive Leather Armchair, Red",Southeastern Asia,2761.2,110.34,0,Furniture,5/28/2014
"Bush Classic Bookcase, Pine",Eastern Europe,3312.24,1622.88,0,Furniture,07-03-2012
"Sauder Library with Doors, Metal",Central America,825.79,41.23,0.2,Furniture,12/13/2012
Staples,Western US,30.4,15.2,0,Office Supplies,12-05-2012
"Nokia Smart Phone, Full Size",Southern Asia,3180.3,381.6,0,Technology,8/17/2014
"Office Star Executive Leather Armchair, Adjustable",Eastern Asia,1860,316.2,0,Furniture,09-12-2013
"Motorola Smart Phone, with Caller ID",Southern Asia,2582.16,361.44,0,Technology,6/17/2014
"Motorola Audio Dock, Cordless",Southeastern Asia,881.1,184.95,0,Technology,10/24/2014
"Nokia Smart Phone, Cordless",Western Europe,1622.18,324.38,0.15,Technology,6/15/2014
"Konica Inkjet, White",Northern Europe,1677.19,521.77,0.1,Technology,9/22/2013
"Apple Audio Dock, VoIP",Eastern Asia,1001.88,230.4,0,Technology,5/17/2015
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Southern US,16.5,5.57,0.2,Office Supplies,2/27/2014
"Hoover Microwave, Black",Northern Europe,554.53,-0.05,0.1,Office Supplies,12-12-2012
"Samsung Smart Phone, VoIP",Central America,2120.8,275.7,0,Technology,10/22/2014
"Cisco Signal Booster, Full Size",Southern Asia,1531.2,45.9,0,Technology,12-04-2014
"Canon Copy Machine, Laser",Western Asia,1572.84,141.48,0,Technology,12/28/2015
"Dania Classic Bookcase, Pine",Southern Asia,1236.33,519.21,0,Furniture,02-10-2013
Avery Durable Slant Ring Binders With Label Holder,Eastern US,6.69,2.34,0.2,Office Supplies,12-09-2013
"Hewlett Wireless Fax, Digital",Eastern Asia,759.66,311.46,0,Technology,8/29/2015
"Chromcraft Round Table, Fully Assembled",Oceania,2951.99,-632.8,0.3,Furniture,2/15/2014
Newell 323,Western US,3.36,0.87,0,Office Supplies,3/16/2015
"Chromcraft Wood Table, with Bottom Storage",Western Europe,627.28,-135.14,0.35,Furniture,5/13/2012
Avaya IP Phone 1140E VoIP phone,Southern US,1394.95,362.69,0,Technology,10/19/2012
"Cisco Speaker Phone, with Caller ID",Southern Europe,553.92,22.08,0,Technology,8/14/2014
"Motorola Smart Phone, with Caller ID",Western Europe,3873.24,890.82,0,Technology,6/30/2015
"Brother Copy Machine, Color",Eastern Asia,791.19,126.54,0,Technology,02-01-2015
"Ikea Classic Bookcase, Traditional",Eastern Asia,2470.5,518.76,0,Furniture,5/30/2015
"Apple Smart Phone, Full Size",Central America,2120.7,63.6,0,Technology,10/27/2012
"Bush Corner Shelving, Mobile",Oceania,759.06,15.12,0,Furniture,1/30/2015
"Hoover Refrigerator, Silver",Eastern Asia,1581.03,790.47,0,Office Supplies,5/24/2014
"Hewlett Copy Machine, Laser",Southeastern Asia,1161.2,-147.52,0.37,Technology,8/14/2012
"Hewlett Fax Machine, Color",Eastern Africa,642.72,224.94,0,Technology,05-04-2012
"Cisco Smart Phone, with Caller ID",Central America,1308.48,13.08,0,Technology,8/27/2014
"Chromcraft Computer Table, with Bottom Storage",Southern Asia,3547.44,780.24,0,Furniture,10-07-2013
"Dania Library with Doors, Traditional",Eastern Asia,724.8,333.36,0,Furniture,6/26/2014
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Western US,1292.94,77.58,0,Furniture,9/22/2015
"Novimex Rocking Chair, Adjustable",South America,803.52,80.28,0,Furniture,4/24/2015
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Southern US,275.97,11.04,0,Office Supplies,10/19/2012
"Lesro Training Table, Adjustable Height",Central America,1011.7,126.34,0.2,Furniture,3/30/2015
"Barricks Wood Table, Fully Assembled",Caribbean,2419.2,411.18,0,Furniture,09-12-2015
"Breville Microwave, Black",Caribbean,803.04,180.64,0.2,Office Supplies,11/20/2014
"Chromcraft Computer Table, with Bottom Storage",Caribbean,1773.72,212.76,0,Furniture,10/20/2015
"Canon Wireless Fax, Laser",Northern Europe,1893.3,927.6,0,Technology,03-12-2013
"Hewlett Fax and Copier, Color",Northern Europe,777.24,170.88,0,Technology,4/16/2015
"Tenex Trays, Industrial",Oceania,689.09,-53.89,0.1,Office Supplies,6/20/2013
"Apple Signal Booster, with Caller ID",Northern Europe,737.91,-8.37,0.1,Technology,7/14/2012
"Motorola Smart Phone, Full Size",Western Europe,2570.76,976.8,0,Technology,06-04-2014
"HP Fax Machine, Laser",Northern Europe,1199.76,479.88,0,Technology,6/20/2014
"Sharp Wireless Fax, Color",Eastern Asia,3216.24,96.39,0,Technology,3/29/2015
"Barricks Computer Table, Fully Assembled",South America,1274.24,-127.46,0.2,Furniture,9/16/2012
"Cuisinart Stove, White",Northern Europe,2145.72,364.68,0,Office Supplies,9/25/2013
"Global Wood Trimmed Manager's Task Chair, Khaki",Southern US,545.88,70.96,0,Furniture,10/19/2012
"Office Star Swivel Stool, Adjustable",Eastern Asia,882.15,114.6,0,Furniture,12/19/2012
Green Bar Computer Printout Paper,Western US,164.88,80.79,0,Office Supplies,9/22/2015
"Smead Lockers, Industrial",Western Europe,895.05,178.95,0.1,Office Supplies,8/20/2012
"Cisco Smart Phone, with Caller ID",Western Asia,1570.18,104.62,0.4,Technology,9/28/2013
"Bevis Wood Table, with Bottom Storage",Eastern Asia,2614.69,-821.96,0.3,Furniture,04-05-2015
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Western US,69.48,20.84,0,Office Supplies,12/13/2015
"Canon Fax Machine, Laser",Oceania,636.78,286.5,0,Technology,10/19/2014
"Bush Classic Bookcase, Traditional",South America,2751.2,110,0,Furniture,1/26/2014
"Nokia Smart Phone, Full Size",Southeastern Asia,1587,-76.56,0.17,Technology,12/14/2015
